application_deadlines,application_fee,campus_facilities,career_outcomes,city,confidence_score,cost_of_living_estimate,country,data_completeness,degree_level,degree_type,duration_years,faculty_research_interests,gpa_requirement_min,language_requirements,last_updated,prerequisites,program_category,program_description,program_name,rankings,research_opportunities,scholarships_available,source_url,specializations,student_reviews_rating,tuition_fees,university_id,university_name
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Academic research and teaching positions"", ""Government and policy-making"", ""Public bodies"", ""Private companies"", ""Development agencies"", ""NGOs"", ""Organizations requiring social science skills""]",Oxford,0.975,,United Kingdom,0.875,PhD,Doctor of Philosophy,4.0,"[""Migration studies"", ""Medical anthropology"", ""Material culture and museum ethnography"", ""Human cooperation and social behavior"", ""Evolutionary anthropology"", ""Environmental anthropology"", ""Social and cultural anthropology""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:10:06.840000,"[""Master's degree with overall grade of 67% or above (with dissertation at 67% or above)"", ""First-class or strong upper second-class undergraduate degree with honours in any subject"", ""At least one degree should be in a branch of anthropology relevant to proposed research""]",Other,"The DPhil in Anthropology is an advanced research degree offered by the School of Anthropology and Museum Ethnography. It is awarded to candidates who have completed a substantial original piece of research in the field. The program provides training and practice in developing research skills, especially through fieldwork with human subjects (though not compulsory), and offers practice in analyzing, interpreting and writing up research-related materials. Students research topics across diverse anthropological fields including migration, medical anthropology, material culture, human cooperation, evolution of human behavior, and social anthropology.",Doctor of Philosophy in Anthropology,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.ox.ac.uk/admissions/graduate/courses/dphil-anthropology,"[""Migration and migrant populations"", ""Social and cultural influences on medical practice and health"", ""Material culture and museum representation"", ""Human cooperation and pro-social behavior"", ""Evolution of human behavior"", ""Human adaptations and interactions with environment and technology"", ""Social anthropology""]",,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",034e4add99a2,University of Oxford
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Academic research and teaching positions"", ""Government and policy-making"", ""Public bodies"", ""Private companies"", ""Development agencies"", ""NGOs and other organizations""]",Oxford,0.975,,United Kingdom,0.875,PhD,Doctor of Philosophy,4.0,"[""Migration studies"", ""Medical anthropology"", ""Material culture and museum studies"", ""Human cooperation and social behavior"", ""Evolutionary anthropology"", ""Environmental anthropology"", ""Social and cultural anthropology""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:10:06.842000,"[""Master's degree with overall grade of 67% or above (with dissertation at 67% or above)"", ""First-class or strong upper second-class undergraduate degree with honours in any subject"", ""At least one degree should be in a branch of anthropology relevant to proposed research""]",Other,"The DPhil in Anthropology is an advanced research degree offered by the School of Anthropology and Museum Ethnography. It is awarded to candidates who have completed a substantial original piece of research in the field. The program provides training and practice in developing research skills, especially through fieldwork with human subjects (though not compulsory), and offers practice in analyzing, interpreting and writing up research-related materials. Students develop skills and expertise for academic research/teaching positions or other professions requiring social science skills.",DPhil in Anthropology,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.ox.ac.uk/admissions/graduate/courses/dphil-anthropology-pt,"[""Migration and migrant populations"", ""Social and cultural influences on medical practice and health"", ""Material culture and its representation in museums"", ""Human cooperation and pro-social behaviour"", ""Evolution of human behaviour"", ""Human adaptations and interactions with the environment and technology"", ""Social anthropological studies of different populations' worldviews""]",,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",034e4add99a2,University of Oxford
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Doctoral level qualification (DPhil/PhD) studies"", ""Clinical work"", ""Medical school applications"", ""Cancer research in academia or industry""]",Oxford,1.0,,United Kingdom,0.875,Masters,Master of Science,1.0,"[""DNA damage and repair processes"", ""Tumour microenvironment"", ""Tumour immunology"", ""Cancer biology"", ""Therapeutic development"", ""Translational research""]",3.5,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:10:06.843000,"[""First-class or strong upper second-class undergraduate degree with honours in a biological or medical science subject""]",Medical,"The MSc in Applied Cancer Science is a one-year, full-time course designed to develop cancer research scientists of the future, whether in academia or industry. The course provides an in-depth understanding of DNA damage and repair processes, the tumour microenvironment, and tumour immunology, and discusses how this science is used in cutting-edge research towards future therapies. Students complete eight compulsory modules covering fundamental cancer biology principles and therapeutic applications, followed by a research project culminating in a dissertation.",MSc in Applied Cancer Science,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.ox.ac.uk/admissions/graduate/courses/msc-applied-cancer-science,[],,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",034e4add99a2,University of Oxford
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Digital health researchers"", ""Health policymakers"", ""Technology specialists in healthcare"", ""Health practitioners"", ""Roles in health organizations requiring digital health expertise"", ""Positions in pharmaceutical, consulting or health tech companies"", ""Academic research positions"", ""Health policy roles within government""]",Oxford,1.0,,United Kingdom,1.0,Masters,Master of Science,1.0,"[""Applied social science in digital healthcare"", ""Clinical research on digital health practices and processes"", ""Data science and software development for digital health"", ""Artificial intelligence and machine learning in healthcare"", ""Digital therapeutics and diagnostics"", ""Learning health systems"", ""Ethics and policy in digital health""]",3.5,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:10:06.845000,"[""First-class or strong upper second-class undergraduate degree with honours in a subject broadly relevant to digital health"", ""Relevant degrees include biomedical sciences, computer science, engineering, human sciences, mathematics, medical sociology, medicine, neuroscience, psychology, public policy and statistics""]",Medical,"The MSc in Applied Digital Health is a taught, full-time course combining clinical, social, and technical perspectives to explore digital health tools, AI, diagnostics, ethics, and implementation in healthcare. The course combines front line clinical experience with theoretical and methodological expertise, capitalising on internationally leading digital health research. It draws on expertise from across the University spanning medicine, social science, engineering, computing and data science. The course consists of eight compulsory modules and an original research project culminating in a dissertation.",MSc in Applied Digital Health,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.ox.ac.uk/admissions/graduate/courses/msc-applied-digital-health,"[""Foundations of Digital Health"", ""Harnessing Big Data for Clinical Decision Support"", ""AI for Efficient Healthcare Systems"", ""Remote Monitoring and Digital Diagnostics"", ""Supporting Health Behaviour Change using Digital Tools"", ""Digital Transformation of Primary Care"", ""Economics of Digital Health"", ""User Focused Design and the Lifecycle of Digital Health Innovation""]",,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",034e4add99a2,University of Oxford
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""DPhil/PhD programs"", ""Heritage professions (Historic England, National Trust for Scotland, Oxford Archaeology)"", ""Museum work (National Museums Liverpool, National Maritime Museum)"", ""Government roles (Ministry of Defence)"", ""Academic research (McDonald Institute, University of Cambridge)"", ""County and regional heritage services"", ""Commercial consultancy and field practice"", ""Teaching, policy, or landscape management""]",Oxford,1.0,,United Kingdom,1.0,Masters,Master of Science,2.0,"[""Landscape archaeology"", ""Digital mapping"", ""Geophysics"", ""Remote sensing"", ""Historic landscape analysis"", ""Field survey"", ""British archaeology""]",3.6,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:10:06.846000,"[""First-class or upper second-class undergraduate degree with honours in archaeology or related subject (history, historic environment, geography, environmental science)"", ""FHEQ Level 6 Advanced Diploma in archaeology or related subject with upper second-class equivalent or above"", ""Postgraduate qualification to distinction level in archaeology or related subject"", ""Practical archaeological experience (excavation, survey, or data processing)"", ""Extensive field and/or professional experience in archaeology""]",Other,"Part-time taught course exploring theories and methods in landscape archaeology, including digital mapping, geophysics, and fieldwork, with focus on British landscapes and final dissertation. Combines academic study and field practice using multi-period approach to understand past human impacts on landscape resources, topography and environment. Emphasizes digital mapping, geophysics, remote-sensing techniques like LIDAR, field-walking, historic landscape analysis, aerial photography and selective excavation.",MSc in Applied Landscape Archaeology,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.ox.ac.uk/admissions/graduate/courses/msc-applied-landscape-archaeology,"[""Flexible research interests leading to dissertation on theme, area or subject in Britain or elsewhere""]",,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",034e4add99a2,University of Oxford
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Academic and research careers at universities"", ""Policy roles in government departments or NGOs"", ""International organizations such as OECD"", ""Think tanks"", ""Administration at local and national levels"", ""Language teaching""]",Oxford,1.0,,United Kingdom,1.0,Masters,Master of Science,1.0,"[""Language, Cognition and Development"", ""Policy, Economy and Society"", ""Pedagogy, Learning and Knowledge""]",3.6,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:10:06.848000,"[""First-class or strong upper second-class undergraduate degree with honours in a discipline preferably related to applied linguistics""]",Education,"The MSc in Applied Linguistics and Second Language Acquisition introduces key issues within the field of applied linguistics, with a focus on second language learning and teaching. Applied linguistics is an interdisciplinary field that mediates between language theory and the practice of language learning and use. The course covers topics from related fields such as psychology, education, linguistics, and sociolinguistics. The program consists of six core taught modules and a research dissertation, providing opportunities to develop understanding of theoretical and practical considerations in language learning and teaching.",MSc in Applied Linguistics and Second Language Acquisition,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.ox.ac.uk/admissions/graduate/courses/msc-applied-linguistics-second-language-acq,"[""Foundations of SLA Theory"", ""First Language Acquisition & Bilingualism"", ""Vocabulary Acquisition"", ""Processing and Producing Language"", ""Sociolinguistics"", ""Individual and Group Differences""]",,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",034e4add99a2,University of Oxford
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Doctoral study and academic careers"", ""Research careers at universities"", ""Government policy roles"", ""NGO positions"", ""International organizations (e.g., OECD)"", ""Think tanks"", ""Administration at local and national levels""]",Oxford,1.0,,United Kingdom,1.0,Masters,Master of Science,2.0,"[""Language, Cognition and Development"", ""Policy, Economy and Society"", ""Learning: Pedagogy, Learning and Knowledge""]",3.6,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:10:06.850000,"[""First-class or strong upper second-class undergraduate degree with honours in any discipline"", ""Professional experience or academic study in language teaching or related field (desirable)""]",Education,"A part-time course, taught mostly online, that offers a cutting-edge introduction to the linguistic and pedagogic knowledge needed for teaching language. The course is aimed at professionals of Teaching English to Speakers of Other Languages (TESOL) or modern foreign languages. While the concepts covered can be applied to all languages in most contexts, there is a strong opportunity for students to specialise in the teaching of English language in university settings. The course is characterised by intense online interaction and feedback, using a range of communication media, and follows the Oxford tradition of small-group teaching.",MSc Applied Linguistics for Language Teaching,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.ox.ac.uk/admissions/graduate/courses/msc-applied-linguistics-for-language-teaching,"[""Teaching English to Speakers of Other Languages (TESOL)"", ""Modern foreign languages teaching"", ""English language teaching in university settings""]",,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",034e4add99a2,University of Oxford
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Christian ministry"", ""Faith-based pastoral contexts"", ""Doctoral study in theology""]",Oxford,1.0,,United Kingdom,1.0,Graduate,Master of Science,2.0,"[""Applied Theology"", ""Theological Reflection"", ""Pastoral Practice"", ""Doctrine, Context and Practice""]",3.6,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:10:06.851000,"[""First-class or strong upper second-class (67% or higher) undergraduate degree with honours in theology, religious studies or another closely related field"", ""For applicants with degrees in different fields: completed PGDip or postgraduate degree in theology"", ""For religious studies degrees: academic transcript must show substantive background in theological topics""]",Other,"The MTh in Applied Theology is designed to enable theological reflection upon experience in pastoral practice. This course may be taken if you hold a ministerial or pastoral appointment at present, or if you are able to include a period of approved pastoral experience in your course of study. The course includes core classes and seminars on methodology, approaches and topics in applied theology, extended essays supervised by individual tutors, and a dissertation. There is a balance of supported learning and independent research.",MTh in Applied Theology,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.ox.ac.uk/admissions/graduate/courses/mth-applied-theology,"[""Sociology of Religion"", ""Pastoral Psychology"", ""Science and Faith in the Modern World"", ""The Use of the Bible"", ""Christian Spirituality"", ""Liturgy and Worship"", ""Christian Ethics"", ""Mission in the Modern World"", ""Inter-faith Dialogue"", ""Ecclesiology in an Ecumenical Context""]",,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",034e4add99a2,University of Oxford
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Christian ministry"", ""Faith-based pastoral contexts"", ""Doctoral study in theology""]",Oxford,1.0,,United Kingdom,1.0,Graduate,Master of Science,2.0,"[""Applied Theology"", ""Theological Reflection"", ""Pastoral Practice"", ""Doctrine, Context and Practice""]",3.6,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:10:06.853000,"[""First-class or strong upper second-class (67% or higher) undergraduate degree with honours in theology, religious studies or closely related field"", ""For non-theology degrees: PGDip or postgraduate degree in theology required"", ""Substantive background in theological topics required for religious studies degrees""]",Other,"The MTh in Applied Theology is designed to enable theological reflection upon experience in pastoral practice. This course may be taken if you hold a ministerial or pastoral appointment at present, or if you are able to include a period of approved pastoral experience in your course of study. The program includes core classes and seminars on methodology, approaches and topics in applied theology, extended essays supervised by individual tutors, and a dissertation.",MTh in Applied Theology,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.ox.ac.uk/admissions/graduate/courses/mth-applied-theology-pt,"[""Sociology of Religion"", ""Pastoral Psychology"", ""Science and Faith in the Modern World"", ""The Use of the Bible"", ""Christian Spirituality"", ""Liturgy and Worship"", ""Christian Ethics"", ""Mission in the Modern World"", ""Inter-faith Dialogue"", ""Ecclesiology in an Ecumenical Context""]",,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",034e4add99a2,University of Oxford
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Heritage management"", ""International development"", ""Education"", ""Law"", ""Media"", ""Civil Service""]",Oxford,1.0,,United Kingdom,0.875,Undergraduate,Bachelor of Arts,3.0,"[""Human evolution"", ""Transformational processes in human history"", ""Development of farming"", ""Emergence of towns and trading systems"", ""Spread of world religions"", ""Social structures and systems"", ""Material culture and beliefs""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:10:06.855000,"[""A-levels: AAA"", ""Advanced Highers: AA/AAB"", ""International Baccalaureate: 38 with 666 at HL"", ""Two recently marked essays"", ""Short essay (800 words) on connections between Archaeology and Anthropology""]",Computer Science,"Archaeology and anthropology together encompass the study of humankind from the origins of the human species to the present day. Oxford's distinctive combination of archaeology and anthropology, studied over three years, offers an unusually broad perspective on human societies from early prehistory to the present. The course offers a comprehensive guide to the richness and diversity of human cultural experience throughout space and time.",Archaeology and Anthropology,"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.ox.ac.uk/admissions/undergraduate/courses/course-listing/archaeology-and-anthropology,"[""Introduction to world archaeology"", ""Introduction to anthropological theory"", ""Perspectives on human evolution"", ""Social analysis and interpretation"", ""Cultural representations, beliefs and practices"", ""Landscape and ecology"", ""Urbanism and society"", ""Fieldwork and methods""]",,"{""domestic_per_year"": 9535, ""international_per_year"": 43600, ""currency"": ""USD"", ""additional_fees"": null}",034e4add99a2,University of Oxford
"{""fall_deadline"": null, ""spring_deadline"": null, ""summer_deadline"": null, ""rolling_admission"": false}",,[],"[""Research and further study (60% of graduates)"", ""Biotechnology and pharmaceutical sector"", ""Academic research"", ""Science communication"", ""Education and teaching"", ""Law"", ""Finance"", ""Data science"", ""Publishing""]",Oxford,0.975,,United Kingdom,0.875,Undergraduate,Bachelor of Science,4.0,"[""Cell biology"", ""Development and genetics"", ""Chromosomal and RNA biology"", ""Infection and disease processes"", ""Microbiology and systems biology"", ""Structural biology and molecular biophysics""]",,"{""toefl_min"": null, ""ielts_min"": null, ""pte_min"": null, ""duolingo_min"": null, ""gre_required"": null}",2025-11-27T10:10:06.858000,"[""Chemistry at A-level or equivalent"", ""Another science or Mathematics at A-level or equivalent"", ""A* in Maths, Physics, Chemistry, or Biology (or very closely related subject)""]",Other,"Biochemistry is the use of molecular methods to investigate, explain and manipulate biological processes. The study of life at the molecular level continues to undergo dynamic expansion, leading to ever-increasing insights into topics as various as the origin of life, the nature of disease and the development of individual organisms. The course includes powerful techniques such as genome editing, super-resolution microscopy and CryoEM to analyse biological phenomena in precise molecular terms.",Biochemistry (Molecular and Cellular),"{""qs_world_ranking"": null, ""the_world_ranking"": null, ""us_news_ranking"": null, ""subject_ranking_cs"": null}",[],[],https://www.ox.ac.uk/admissions/undergraduate/courses/course-listing/biochemistry-molecular-and-cellular,"[""Cell biology, development and genetics"", ""Chromosomal and RNA biology"", ""Infection and disease processes"", ""Microbiology and systems biology"", ""Structural biology and molecular biophysics""]",,"{""domestic_per_year"": null, ""international_per_year"": null, ""currency"": ""USD"", ""additional_fees"": null}",034e4add99a2,University of Oxford
